Route Key,Route Symbol,Route Name,Pattern Key,Direction Key,Stop Name,Stop Code,Latitude,Longitude
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6216310745445,-96.3592510513651
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6222692067918,-96.3586454089785
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,Facilities Services - Inbound,44.0,30.61976060964,-96.3564248416304
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,Transit - Inbound,40.0,30.6177980143708,-96.3546419878619
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,Vet School - Inbound,34.0,30.6143488269164,-96.3514514997109
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6135994010878,-96.3507927384226
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.612938328329,-96.3502964071009
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6119161992568,-96.3496523581239
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6117687270075,-96.3494101011692
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6118551762843,-96.3491323919773
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6124196373123,-96.3482933556953
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6112957972448,-96.3472770582269
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6115602313753,-96.3468575400858
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6116924481697,-96.3465089264193
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.612536597294,-96.3452444632901
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6126027050472,-96.3449903889229
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6126179606762,-96.3446949536124
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6128162836338,-96.3443227051212
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6126637275486,-96.3439534109828
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6125849068104,-96.3434925318983
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6125823642049,-96.3430109723421
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6126535571344,-96.3427628066811
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,MSC,3500.0,30.6131407676208,-96.3418695978768
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6135307514344,-96.3414298763751
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6135917733509,-96.341400332844
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6137011041886,-96.3414062415502
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6147460973612,-96.3423575432501
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6135434643368,-96.3441183377009
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6135180385302,-96.3445821711385
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6134951552986,-96.3448805608021
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6133807390594,-96.3451346351692
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6131976727954,-96.345267581059
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6128035706359,-96.3454330248326
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6119339976165,-96.3467033966676
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6116009134851,-96.3469899689188
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6114661539308,-96.3472085910486
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6125442251139,-96.3481805732203
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6124832025372,-96.3484021497032
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.611936540239,-96.3492086881007
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6119187418798,-96.3493770862277
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.611987392676,-96.3495307125892
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6129968080242,-96.3501274919162
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.613256152334,-96.3502958900431
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6136655081154,-96.3506799559468
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6143977675568,-96.3513860463389
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6177922253708,-96.3544754565575
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6210617849724,-96.3574948054308
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6223507645121,-96.358649957495
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6216643278404,-96.359294006472
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6213668704376,-96.3596337570791
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6183262109692,-96.3629443685162
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6154455669075,-96.3660937089266
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6156286289215,-96.3663832355309
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6157989779847,-96.3667643470815
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6158981362567,-96.3671218238071
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6159184764025,-96.367677242191
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6158116905894,-96.3682533410466
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6156260863959,-96.368879663905
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6156057461887,-96.3690716968568
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6155523531244,-96.3691839622748
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6154659071483,-96.369216460159
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,224f1633-b7a9-40b4-804c-333ee8a9f627,dcb73508-92ac-4ff2-8295-adf90bc2043a,,,30.6154150565382,-96.3691248752127
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,MSC,3500.0,30.6131407676208,-96.3418695978768
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6135154750978,-96.3414470605774
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6136019228152,-96.3413879735153
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6136934556083,-96.341408653987
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6147460765101,-96.3423540469806
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6135536138062,-96.344103024019
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6135154750978,-96.3444102767419
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6135154750978,-96.3446850315807
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6135103899356,-96.3448682014733
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6134315698865,-96.3450543257189
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6132688444211,-96.3452256781991
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6130628946118,-96.3453172631453
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6128010071846,-96.3454531633882
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.611916178405,-96.34672058087
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6116136057891,-96.3469864726494
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.611466133079,-96.3471991860731
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6125238634077,-96.3481623051854
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6124780964692,-96.3484075164931
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6119314341421,-96.3491992831253
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6119060079123,-96.349358818193
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6119797439604,-96.3495094902014
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6121577272937,-96.3496276643256
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6131468001425,-96.3502126262403
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.613675657572,-96.3507060032088
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6139680534685,-96.3510132559318
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,Vet School  - Outbound,32.0,30.6152872414697,-96.3521204820103
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,Transit - Outbound,38.0,30.6178754921754,-96.3544964858256
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.619456763248,-96.3559704238076
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,Facilities Services - Outbound,42.0,30.6198666123298,-96.3563279585616
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6223352939591,-96.3586473043558
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6215929250773,-96.3593681665135
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6204234374124,-96.3606770307612
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6187276419936,-96.3625057753332
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6172555556184,-96.3641129434224
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6154605460901,-96.3660864512967
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6156003851382,-96.3663641604886
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6157503940743,-96.3665975543836
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.615857179955,-96.3669727572282
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6159182004054,-96.3673538687789
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.615908030333,-96.3677615695074
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6157834468595,-96.368370166247
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6156258103979,-96.3688517258032
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6155876725058,-96.3691058001703
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6154834288572,-96.3692151112352
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6154325782563,-96.3691767046448
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,Equine Center,9906.0,30.6153818019812,-96.3689345553676
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6155520771262,-96.3688162735659
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6157147987546,-96.3683465314221
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6158470098762,-96.3677408890355
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.615857179955,-96.3673509144256
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6158012445084,-96.3670023007591
31b47473-7d44-4c24-8eaf-04081cefb399,AGR,Gameday Agronomy,1892cba0-773c-44b3-9643-5325e6bbd83d,b0a34a1e-851a-4181-9378-0d986a75c8c0,,,30.6156741183731,-96.366662550152
